NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         28.8600        -32.0711        -42.5313         -4.7369
         28.8800        -20.6151        -26.9283         -6.6659
         28.9000         59.8179        -13.9983          9.3061
         28.9200         50.4709         -6.8933         10.0391
         28.9400         -5.5491         23.4757          4.4851
         28.9600        -32.2031         12.4697          4.5711
         28.9800        -15.0881        -30.0003         -2.7039
         29.0000         33.3429        -15.8273        -14.3639
         29.0200         31.0779         23.9797        -10.1609
         29.0400         14.8209         22.5877         -2.1809
         29.0600         16.1239         22.1087         -9.9729
         29.0800         -9.1651         39.0157         -7.0739
         29.1000        -19.4121         32.1277          5.5371
         29.1200         -2.4741          9.4097         12.6331
         29.1400         -2.6061        -14.1283         10.5871
         29.1600         -5.6521          6.9557          6.2491
         29.1800          3.1459          7.1537         12.8481
         29.2000         -6.3231        -50.8563         11.4421
         29.2200         -7.0571        -47.4633         -0.5129
         29.2400          1.3049         -1.6423         -6.0919
         29.2600         10.9869         15.5767         -7.4609
         29.2800          7.3219         37.1957          2.4821
         29.3000        -29.9111         47.2767          9.8011
         29.3200        -26.2391         -6.8913         11.7651
         29.3400        -17.1931        -32.5023         17.8431
         29.3600        -35.5271        -10.8803         23.9201
         29.3800         -2.6101          1.0617         15.7781
         29.4000         29.3509         25.1217         -0.6979
         29.4200         -3.6371         25.3107        -10.8089
         29.4400        -24.0121        -25.6213        -11.5889
         29.4600          6.4059        -27.6473         -5.0449
         29.4800         16.8469         21.2297         -0.0959
         29.5000         -9.8781         14.9197          4.8761
         29.5200        -20.0281          1.9297          7.8151
         29.5400         -6.7071         -0.6863          0.6991
         29.5600          9.3919         -9.7533        -10.3219
         29.5800          8.8339          6.0857        -12.3829
         29.6000         -2.1241          7.9307        -13.5549
         29.6200          5.8139          6.6597        -11.1679
         29.6400         22.6369         41.9597         -1.2569
         29.6600         12.9779         40.4247          4.6791
         29.6800        -18.9681         -1.7083         -7.7059
         29.7000        -38.3431        -12.1293        -12.6049
         29.7200        -21.0701         -8.0863         -6.0039
         29.7400         17.4149         -9.8103         -4.7119
         29.7600         23.8559        -18.5223          7.0601
         29.7800          8.3669        -23.1403          8.3481
         29.8000         10.6999         -2.1853         -4.3129
         29.8200         14.7659          6.6347         -9.6929
         29.8400          0.6129        -16.1143        -12.7089
         29.8600         -1.1541        -40.2163         -4.2429
         29.8800         17.4189        -32.9693         10.1511
         29.9000         24.4259        -22.2013          4.0181
         29.9200         18.7299        -16.2943         -8.3489
         29.9400          4.0149        -14.2663         -6.8919
         29.9600        -23.6631        -43.2303         -0.3319
         29.9800        -25.2591        -18.8563         -3.4139
         30.0000          9.0959         14.1047         -4.8049
         30.0200         21.0919          6.1197          1.9161
         30.0400         -4.9711         16.3277          5.0331
         30.0600        -15.9821         26.9207          8.6411
         30.0800          8.1899         48.1847          5.5401
         30.1000         39.3939         30.7567          7.0791
         30.1200         22.9469        -22.1323         -7.0749
         30.1400        -35.3231          7.8047        -32.2039
         30.1600        -27.8031          7.3747        -24.1309
         30.1800         32.6849        -16.9813         -4.1209
         30.2000         31.0359          3.2257         -3.4029
         30.2200         -5.2521        -12.2803         -2.4319
         30.2400        -24.6341        -17.5863        -10.0959
         30.2600         -1.6011          9.9627        -12.2619
         30.2800         34.4169          2.9717          6.6331
         30.3000         17.5169        -29.0463         11.3551
         30.3200          5.5879        -12.2793          6.2921
         30.3400          5.6559         18.3187          4.2051
         30.3600         -8.4331          6.8337          4.9301
         30.3800         -4.5061         -8.4393          8.5591
         30.4000         -0.4111         -6.5153          8.5631
         30.4200        -20.4991          0.8627         -2.0379
         30.4400        -31.6941          2.7127         -6.8619
         30.4600          8.2019        -12.2673         -6.2669
         30.4800         60.2749        -28.3963         -9.2759
         30.5000         35.8579        -49.7273         -6.3659
         30.5200        -17.2411        -41.3163         -5.5499
         30.5400        -11.4981          8.5807        -16.1369
         30.5600         26.5259         13.3837        -25.9869
         30.5800         39.1669        -10.0903        -19.1599
         30.6000         24.8309          3.4007         -8.6609
         30.6200         42.3499         13.9557        -12.7109
         30.6400         43.4939         -4.6903        -21.3249
         30.6600          2.8899          8.8377        -25.3249
         30.6800        -15.3541         43.7987        -28.2289
         30.7000        -19.4661         30.0747        -25.5749
         30.7200        -37.0101        -15.2163        -12.2579
         30.7400        -25.5511         -2.7753          6.1591
